  0.000000000000000E+000   1.179000       347.3399    
   997.506234413965        1.083314       343.9140    
   1995.01246882793       0.9876285       340.4882    
   2992.51870324190       0.8919427       337.0623    
   3990.02493765586       0.7962568       333.6365    
   4987.53117206983       0.7271603       330.1561    
   5985.03740648379       0.6583324       326.6752    
   6982.54364089776       0.5895045       323.1943    
   7980.04987531172       0.5206766       319.7134    
   8977.55610972569       0.4750411       314.2189    
   9975.06234413965       0.4298790       308.6833    
   10972.5685785536       0.3847170       303.1478    
   11970.0748129676       0.3395549       297.6122    
   12967.5810473815       0.3031010       294.0996    
   13965.0872817955       0.2669165       290.6497    
   14962.5935162095       0.2307319       287.1997    
   15960.0997506234       0.1945474       283.7497    
   16957.6059850374       0.1696865       284.8823    
   17955.1122194514       0.1452975       286.2058    
   18952.6184538653       0.1209085       287.5294    
   19950.1246882793       9.6519448E-02   288.8529    
   20947.6309226933       8.4106110E-02   290.6121    
   21945.1371571072       7.2323069E-02   292.3941    
   22942.6433915212       6.0540024E-02   294.1762    
   23940.1496259352       4.8756983E-02   295.9583    
   24937.6558603491       4.2679578E-02   297.4460    
   25935.1620947631       3.6966361E-02   298.9149    
   26932.6683291771       3.1253144E-02   300.3838    
   27930.1745635910       2.5539925E-02   301.8527    
   28927.6807980050       2.2428853E-02   303.4450    
   29925.1870324190       1.9513641E-02   305.0466    
   30922.6932668329       1.6598430E-02   306.6483    
   31920.1995012469       1.3683218E-02   308.2498    
   32917.7057356608       1.2046599E-02   310.1634    
   33915.2119700748       1.0521162E-02   312.1040    
   34912.7182044888       8.9957258E-03   314.0447    
   35910.2244389027       7.4702892E-03   315.9854    
   36907.7306733167       6.6061346E-03   317.7678    
   37905.2369077307       5.8073816E-03   319.5345    
   38902.7431421446       5.0086281E-03   321.3013    
   39900.2493765586       4.2098751E-03   323.0680    
   40897.7556109726       3.7439649E-03   324.3110    
   41895.2618453865       3.3150373E-03   325.4958    
   42892.7680798005       2.8861095E-03   326.6806    
   43890.2743142145       2.4571819E-03   327.8654    
   44887.7805486284       2.1978205E-03   328.1808    
   45885.2867830424       1.9594165E-03   328.3886    
   46882.7930174564       1.7210125E-03   328.5964    
   47880.2992518703       1.4826085E-03   328.8043    
   48877.8054862843       1.3314583E-03   328.1769    
   49875.3117206983       1.1922065E-03   327.4357    
   50872.8179551122       1.0529546E-03   326.6945    
   51870.3241895262       9.1370277E-04   325.9533    
   52867.8304239401       8.2135713E-04   324.6397    
   53865.3366583541       7.3602045E-04   323.2405    
   54862.8428927681       6.5068383E-04   321.8414    
   55860.3491271820       5.6534715E-04   320.4422    
   56857.8553615960       5.0724740E-04   318.7476    
   57855.3615960100       4.5358157E-04   317.0049    
   58852.8678304239       3.9991573E-04   315.2622    
   59850.3740648379       3.4624990E-04   313.5195    
   60847.8802992519       3.0937209E-04   311.7341    
   61845.3865336658       2.7545687E-04   309.9412    
   62842.8927680798       2.4154165E-04   308.1483    
   63840.3990024938       2.0762644E-04   306.3554    
   64837.9052369077       1.8443640E-04   304.7130    
   65835.4114713217       1.6328928E-04   303.0993    
   66832.9177057357       1.4214215E-04   301.4856    
   67830.4239401496       1.2099501E-04   299.8718    
   68827.9301745636       1.0677559E-04   298.5505    
   69825.4364089776       9.3975090E-05   297.2891    
   70822.9426433915       8.1174592E-05   296.0277    
   71820.4488778055       6.8374095E-05   294.7663    
   72817.9551122195       6.0074392E-05   293.4084    
   73815.4613466334       5.2762669E-05   292.0294    
   74812.9675810474       4.5450950E-05   290.6504    
   75810.4738154613       3.8139227E-05   289.2713    
   76807.9800498753       3.3388802E-05   287.3863    
   77805.4862842893       2.9239176E-05   285.3825    
   78802.9925187032       2.5089550E-05   283.3788    
   79800.4987531172       2.0939924E-05   281.3751    
   80798.0049875312       1.8214738E-05   279.3491    
   81795.5112219451       1.5845661E-05   277.3175    
   82793.0174563591       1.3476583E-05   276.0000    
   83790.5236907731       1.1107506E-05   276.0000    
   84788.0299251870       9.5701944E-06   276.0000    
   85785.5361596010       8.2539846E-06   276.0000    
   86783.0423940150       6.9377757E-06   276.0000    
   87780.5486284289       5.6215663E-06   276.0000    
   88778.0548628429       4.7922244E-06   276.0000    
   89775.5610972569       4.1002045E-06   276.0000    
   90773.0673316708       3.4081845E-06   276.0000    
   91770.5735660848       2.7161645E-06   276.0000    
   92768.0798004988       2.2935487E-06   276.0000    
   93765.5860349127       1.9514039E-06   276.0000    
   94763.0922693267       1.6092594E-06   276.0000    
   95760.5985037406       1.2671147E-06   276.0000    
   96758.1047381546       1.0625851E-06   276.0000    
   97755.6109725686       9.0151269E-07   276.0000    
   98753.1172069825       7.4044038E-07   276.0000    
   99750.6234413965       5.7936808E-07   276.0000    
   100748.129675810       4.8428080E-07   276.0000    
   101745.635910224       4.1118852E-07   278.8349    
   102743.142144638       3.3809627E-07   282.5891    
   103740.648379052       2.6500399E-07   286.3432    
   104738.154613466       2.2204689E-07   291.5460    
   105735.660847880       1.8967781E-07   297.2578    
   106733.167082294       1.5730873E-07   302.9696    
   107730.673316708       1.2493965E-07   308.6813    
   108728.179551122       1.0563775E-07   315.7215    
   109725.685785536       9.1168928E-08   323.2529    
   110723.192019950       7.6700097E-08   330.7843    
   111720.698254364       6.2231273E-08   338.3158    
   112718.204488778       5.3350075E-08   346.9155    
   113715.710723192       4.6641844E-08   355.9306    
   114713.216957606       3.9933614E-08   364.9457    
   115710.723192020       3.3225387E-08   373.9608    
   116708.229426434       2.8969401E-08   383.4012    
   117705.735660848       2.5715037E-08   393.0153    
   118703.241895262       2.2460673E-08   402.6294    
   119700.748129676       1.9206309E-08   412.2435    
   120698.254364090       1.7107556E-08   420.5081    
   121695.760598504       1.5504066E-08   428.1944    
   122693.266832918       1.3900574E-08   435.8807    
   123690.773067332       1.2297082E-08   443.5670    
   124688.279301746       1.1190529E-08   449.7251    
   125685.785536160       1.0307237E-08   455.1966    
   126683.291770574       9.4239452E-09   460.6681    
   127680.798004988       8.5406526E-09   466.1395    
   128678.304239401       7.8774711E-09   471.0062    
   129675.810473815       7.3178699E-09   475.5883    
   130673.316708229       6.7582691E-09   480.1703    
   131670.822942643       6.1986682E-09   484.7523    
   132668.329177057       5.7630425E-09   488.8717    
   133665.835411471       5.3884790E-09   492.7632    
   134663.341645885       5.0139151E-09   496.6546    
   135660.847880299       4.6393516E-09   500.5461    
   136658.354114713       4.3395114E-09   504.0811    
   137655.860349127       4.0781645E-09   507.4325    
